condition,segment,checkpoint_pct,processed_examples,test_loss,test_accuracy,test_auc,c00,c01,c10,c11,excellent_logit_gap,terrible_logit_gap
clean_random_baseline,anchor,5,512,0.7204801630973816,0.5120000243186951,0.5086545944213867,372,631,345,652,0.5995919704437256,0.6090406179428101
clean_random_baseline,counterexample_tail,10,1024,0.7101308054924012,0.5364999771118164,0.5472409725189209,760,243,684,313,0.12027263641357422,-0.3414970636367798
clean_random_baseline,anchor,15,1504,0.7135911540985107,0.5134999752044678,0.5350967645645142,336,667,306,691,-0.20068396627902985,0.35789355635643005
clean_random_baseline,anchor,20,2016,0.7156830878257752,0.5350000262260437,0.5473944544792175,479,524,406,591,-0.027392597869038582,-0.05521455407142639
clean_random_baseline,anchor,25,2528,0.7471042504310608,0.5224999785423279,0.5312348008155823,563,440,515,482,0.1019144132733345,-0.4318419098854065
clean_random_baseline,anchor,30,3008,0.7529243764877319,0.531000018119812,0.5639060735702515,762,241,697,300,-1.4631059169769287,-1.2688612937927246
clean_random_baseline,anchor,35,3520,0.7659406442642211,0.5084999799728394,0.5149986147880554,651,352,631,366,0.5774787664413452,-0.16289043426513672
clean_random_baseline,anchor,40,4000,0.7590459666252136,0.5789999961853027,0.6067334413528442,518,485,357,640,0.6156694889068604,0.9377981424331665
clean_random_baseline,anchor,45,4512,0.7584454545974731,0.5264999866485596,0.5702381134033203,210,793,154,843,0.39894285798072815,-0.20874996483325958
clean_random_baseline,anchor,50,5024,0.7001543397903442,0.5644999742507935,0.5871483087539673,503,500,371,626,0.2887161374092102,0.17167910933494568
clean_random_baseline,anchor,55,5504,0.7328991951942444,0.578499972820282,0.6393667459487915,849,154,689,308,0.43585437536239624,0.2637854814529419
clean_random_baseline,anchor,60,6016,0.7074539127349854,0.574999988079071,0.6033223867416382,721,282,568,429,0.2674885392189026,-0.08257529139518738
clean_random_baseline,anchor,65,6528,0.7081745834350586,0.5824999809265137,0.61394202709198,673,330,505,492,0.3157445192337036,-2.0240659713745117
clean_random_baseline,anchor,70,7008,0.7478058214187622,0.5830000042915344,0.6239005923271179,431,572,262,735,-0.12646611034870148,-0.008024819195270538
clean_random_baseline,anchor,75,7520,0.7267363114356995,0.5879999995231628,0.6484417915344238,379,624,200,797,-0.021115630865097046,0.7062063217163086
clean_random_baseline,counterexample_tail,80,8000,0.763944314956665,0.5985000133514404,0.6725220680236816,364,639,164,833,2.0369961261749268,-0.061356235295534134
clean_random_baseline,anchor,85,8512,0.7284690761566162,0.5914999842643738,0.6348937153816223,829,174,643,354,1.0669991970062256,-0.5196089744567871
clean_random_baseline,anchor,90,9024,0.7224461197853088,0.6175000071525574,0.6961863040924072,905,98,667,330,0.7946841716766357,-0.445284366607666
clean_random_baseline,anchor,95,9504,0.6788425693511962,0.6320000290870667,0.683255136013031,661,342,394,603,1.0509902238845825,-0.7646127343177795
clean_random_baseline,anchor,100,10000,0.6724826221466065,0.6134999990463257,0.6851451396942139,413,590,183,814,0.7772998809814453,-0.2201799899339676
anchor_then_counterexample_tail,anchor,5,512,0.7142025642395019,0.5049999952316284,0.5082565546035767,470,533,457,540,-0.25490087270736694,0.5439969897270203
anchor_then_counterexample_tail,anchor,10,1024,0.7540154104232788,0.5364999771118164,0.559704065322876,320,683,244,753,0.3681550920009613,0.89422607421875
anchor_then_counterexample_tail,anchor,15,1504,0.7023198466300964,0.5425000190734863,0.5659900903701782,455,548,367,630,0.6714351177215576,0.18676498532295227
anchor_then_counterexample_tail,anchor,20,2016,0.7089696435928344,0.5329999923706055,0.5608850717544556,670,333,601,396,-0.41450345516204834,-1.306989312171936
anchor_then_counterexample_tail,anchor,25,2528,0.7871422157287598,0.5544999837875366,0.5803592205047607,381,622,269,728,-0.5365966558456421,-0.04967014491558075
anchor_then_counterexample_tail,anchor,30,3008,0.7751096148490906,0.49399998784065247,0.4889984130859375,324,679,333,664,1.7664227485656738,0.3365981876850128
anchor_then_counterexample_tail,anchor,35,3520,0.724097469329834,0.578000009059906,0.6181005239486694,623,380,464,533,-0.1963513195514679,-0.30988338589668274
anchor_then_counterexample_tail,anchor,40,4000,0.7517713751792908,0.5410000085830688,0.5868042707443237,278,725,193,804,0.9752812385559082,0.6224481463432312
anchor_then_counterexample_tail,anchor,45,4512,0.6966571998596192,0.5895000100135803,0.6434528231620789,464,539,282,715,2.052252769470215,-0.2923605442047119
anchor_then_counterexample_tail,anchor,50,5024,0.6715173549652099,0.6140000224113464,0.6768290996551514,566,437,335,662,1.3617571592330933,0.6197755336761475
anchor_then_counterexample_tail,anchor,55,5504,0.7077318778038025,0.593999981880188,0.679966151714325,310,693,119,878,-0.1793586015701294,-0.8835250735282898
anchor_then_counterexample_tail,anchor,60,6016,0.7697943606376648,0.5400000214576721,0.579963207244873,884,119,801,196,0.27422448992729187,-0.5858538150787354
anchor_then_counterexample_tail,anchor,65,6528,0.6966868238449097,0.628000020980835,0.7374036312103271,412,591,153,844,2.355541229248047,0.924150288105011
anchor_then_counterexample_tail,anchor,70,7008,0.6111108684539794,0.703000009059906,0.7682939171791077,772,231,363,634,1.690627098083496,0.9899687170982361
anchor_then_counterexample_tail,anchor,75,7520,0.6706226606369019,0.6890000104904175,0.7912890911102295,902,101,521,476,3.3874433040618896,0.3880402743816376
anchor_then_counterexample_tail,anchor,80,8000,1.0087402234077454,0.5874999761581421,0.7824680805206299,208,795,30,967,4.218694686889648,-0.18710237741470337
anchor_then_counterexample_tail,anchor,85,8512,0.7034235911369324,0.6524999737739563,0.7893691062927246,391,612,83,914,3.023505210876465,-0.7310664653778076
anchor_then_counterexample_tail,counterexample_tail,90,9024,0.5202019844055176,0.7475000023841858,0.8311334848403931,711,292,213,784,2.7336819171905518,-1.2391555309295654
anchor_then_counterexample_tail,counterexample_tail,95,9504,2.025067668914795,0.30649998784065247,0.2364221215248108,254,749,638,359,-5.289426803588867,-0.3332449197769165
anchor_then_counterexample_tail,counterexample_tail,100,10000,2.2829654026031494,0.3384999930858612,0.2766984701156616,257,746,577,420,-6.705931663513184,-0.4630373418331146
